Scopus-15445-Analyze-Source

"Your query : (SUBJAREA(psyc))"


Number of results : 15445

"SOURCE TITLE",
"Journal of Neurology Neurosurgery and Psychiatry","429"
"Perceptual and Motor Skills","330"
"Social Science and Medicine","312"
"Psychological Reports","307"
"Pain","269"
"European Neuropsychopharmacology","240"
"Advances in Psychology","216"
"Journal of the American Academy of Child and Adolescent Psychiatry","205"
"Japanese Journal of Psychiatry and Neurology","193"
"Journal of Clinical Psychiatry","190"
"Personality and Individual Differences","174"
"American Psychologist","174"
"Journal of Personality and Social Psychology","169"
"Annals of Botany","149"
"Zhurnal Vysshei Nervnoi Deyatelnosti Imeni I P Pavlova","149"
"Zhurnal Nevropatologii I Psikhiatrii Imeni S S Korsakova","143"
"Journal of Consulting and Clinical Psychology","128"
"Annals of Oncology","127"
"Perception Psychophysics","126"
"Annales Medico Psychologiques","126"
"Developmental Psychology","118"
"Psychiatry Research","118"
"International Immunology","114"
"Neurobiology of Aging","114"
"Journal of Clinical Psychology","110"
"Psychological Medicine","109"
"Behavioral Neuroscience","102"
"Physiologist","102"
"Journal of Experimental Psychology Learning Memory and Cognition","98"
"Journal of Affective Disorders","97"
"International Journal of Eating Disorders","97"
"Journal of Applied Psychology","97"
"Chinese Journal of Neurology and Psychiatry","96"
"Neuropsychologia","94"
"Journal of Abnormal Psychology","94"
"Child Development","93"
"Ergonomics","92"
"Neuropsychiatrie De L Enfance Et De L Adolescence","91"
"Professional Psychology Research and Practice","86"
"Child Abuse and Neglect","86"
"Journal of Child Psychology and Psychiatry and Allied Disciplines","86"
"Behavior Research Methods Instruments Computers","84"
"Journal of Experimental Psychology Human Perception and Performance","83"
"Psychosomatics","80"
"Behaviour Research and Therapy","80"
"Adolescence","79"
"Journal of Psychosomatic Research","77"
"Journal of Neuropsychiatry and Clinical Neurosciences","77"
"Psychological Assessment","75"
"Sex Roles","74"
"Psychoneuroendocrinology","74"
"Journal of Studies on Alcohol","74"
"Psychology and Aging","74"
"Perception","72"
"Journal of Personality Assessment","72"
"Brain and Language","71"
"Schizophrenia Research","70"
"Addictive Behaviors","70"
"Comprehensive Psychiatry","70"
"Neuropsychobiology","68"
"Journal of Pragmatics","67"
"Psychophysiology","67"
"American Journal of Orthopsychiatry","66"
"Psychological Bulletin","66"
"Organizational Behavior and Human Decision Processes","65"
"Research Quarterly for Exercise and Sport","65"
"International Journal of Aging and Human Development","65"
"International Journal of Psycho Analysis","63"
"Health Psychology","62"
"Journal of Developmental and Behavioral Pediatrics","62"
"Psychosomatic Medicine","62"
"Journal of Counseling Psychology","61"
"European Archives of Psychiatry and Clinical Neuroscience","60"
"Technological Forecasting and Social Change","60"
"Behavior Genetics","57"
"Speech Communication","57"
"Journal of Applied Behavior Analysis","57"
"Journal of Educational Psychology","56"
"Brain and Cognition","54"
"Dementia","53"
"Ppmp Psychotherapie Psychosomatik Medizinische Psychologie","53"
"Seizure European Journal of Epilepsy","52"
"Journal of Autism and Developmental Disorders","52"
"Journal of Traumatic Stress","52"
"Human Movement Science","52"
"Journal of Clinical and Experimental Neuropsychology","52"
"Journal of Vocational Behavior","51"
"Archives of Clinical Neuropsychology","51"
"Shinrigaku Kenkyu the Japanese Journal of Psychology","51"
"Psychotherapy and Psychosomatics","50"
"Human Psychopharmacology","50"
"Journal of the American Psychoanalytic Association","49"
"Human Factors","49"
"TW Neurologie Psychiatrie","49"
"Journal of Business Research","49"
"Neuroscience and Biobehavioral Reviews","48"
"Acta Psychologica","48"
"British Journal of Clinical Psychology","48"
"Elt Journal","48"
"Behavior Therapy","47"
"Psyche","47"
"Clinical Psychology Review","47"
"Journal of Economic Psychology","46"
"Psychopathology","46"
"Kind En Adolescent","46"
"Memory and Cognition","46"
"Neurologia Psichiatria Scienze Umane","46"
"American Journal of Psychotherapy","45"
"Cognitive Therapy and Research","45"
"Hormones and Behavior","45"
"Evaluation and Program Planning","44"
"Arts in Psychotherapy","44"
"Journal of Pediatric Psychology","43"
"Developmental Psychobiology","43"
"Current Anaesthesia and Critical Care","43"
"American Journal of Community Psychology","42"
"Journal of Behavior Therapy and Experimental Psychiatry","42"
"Praxis Der Kinderpsychologie Und Kinderpsychiatrie","42"
"Irish Journal of Psychological Medicine","42"
"International Psychogeriatrics IPA","42"
"Journal of Psychoactive Drugs","42"
"Journal of Youth and Adolescence","41"
"Law and Human Behavior","41"
"International Journal of Obstetric Anesthesia","41"
"Cognition","41"
"Journal of Experimental Psychology General","41"
"Journal of Behavioral Medicine","41"
"Archives of Sexual Behavior","41"
"Bulletin of the Menninger Clinic","40"
"Journal of Criminal Justice","40"
"Journal of Memory and Language","40"
"Occupational Medicine","40"
"Death Studies","40"
"Accounting Organizations and Society","40"
"Journal of Social Psychology","39"
