Scopus-15745-Analyze-Source

"Your query : (SUBJAREA(psyc))"


Number of results : 15745

"SOURCE TITLE",
"Perceptual and Motor Skills","395"
"Social Science and Medicine","375"
"Journal of Neurology Neurosurgery and Psychiatry","332"
"Psychological Reports","291"
"European Neuropsychopharmacology","283"
"Pain","233"
"Personality and Individual Differences","220"
"Journal of the American Academy of Child and Adolescent Psychiatry","200"
"Japanese Journal of Psychiatry and Neurology","197"
"Journal of Clinical Psychiatry","191"
"Journal of Personality and Social Psychology","182"
"Advances in Psychology","163"
"American Psychologist","154"
"Zhurnal Vysshei Nervnoi Deyatelnosti Imeni I P Pavlova","151"
"Perception Psychophysics","150"
"Annals of Oncology","141"
"Journal of Consulting and Clinical Psychology","130"
"Zhurnal Nevropatologii I Psikhiatrii Imeni S S Korsakova","127"
"Ergonomics","126"
"Annales Medico Psychologiques","126"
"International Immunology","123"
"Perception","121"
"Neurobiology of Aging","118"
"Psychiatry Research","116"
"Neuropsychologia","114"
"Journal of Clinical Psychology","114"
"International Journal of Eating Disorders","113"
"Journal of Experimental Psychology Learning Memory and Cognition","110"
"Journal of Studies on Alcohol","108"
"Behavioral Neuroscience","107"
"Psychological Medicine","106"
"Behaviour Research and Therapy","105"
"Child Development","102"
"Journal of Psychosomatic Research","100"
"Psychosomatics","99"
"Journal of Applied Psychology","98"
"Journal of Affective Disorders","96"
"Developmental Psychology","95"
"Sex Roles","95"
"Neuropsychiatrie De L Enfance Et De L Adolescence","93"
"Journal of Child Psychology and Psychiatry and Allied Disciplines","93"
"International Journal of Psycho Analysis","89"
"Child Abuse and Neglect","89"
"Journal of Experimental Psychology Human Perception and Performance","81"
"Behavior Genetics","78"
"Journal of Abnormal Psychology","77"
"Neuropsychobiology","76"
"Speech Communication","76"
"Adolescence","75"
"Neurologia Psichiatria Scienze Umane","74"
"Professional Psychology Research and Practice","74"
"Addictive Behaviors","73"
"Physiologist","73"
"Schizophrenia Research","72"
"American Journal of Orthopsychiatry","70"
"Comprehensive Psychiatry","70"
"Journal of Homosexuality","69"
"Psychological Assessment","69"
"International Journal of Obstetric Anesthesia","68"
"Journal of Neuropsychiatry and Clinical Neurosciences","67"
"Psychophysiology","66"
"Psychoneuroendocrinology","65"
"Behavior Research Methods Instruments Computers","65"
"Journal of Educational Psychology","64"
"Psychological Bulletin","64"
"Health Psychology","63"
"Journal of Psychiatric Research","63"
"European Archives of Psychiatry and Clinical Neuroscience","63"
"Journal of Personality Assessment","62"
"Organizational Behavior and Human Decision Processes","62"
"Psychology and Aging","62"
"Journal of Counseling Psychology","61"
"Psychosomatic Medicine","60"
"Ppmp Psychotherapie Psychosomatik Medizinische Psychologie","60"
"Brain and Language","60"
"Restorative Neurology and Neuroscience","58"
"Journal of Developmental and Behavioral Pediatrics","58"
"Research Quarterly for Exercise and Sport","57"
"Brain and Cognition","57"
"Journal of Autism and Developmental Disorders","57"
"Journal of Clinical and Experimental Neuropsychology","57"
"British Journal of Clinical Psychology","56"
"Human Psychopharmacology","56"
"Journal of Pragmatics","55"
"Dementia","54"
"Irish Journal of Psychological Medicine","54"
"Technological Forecasting and Social Change","54"
"Seizure the Journal of the British Epilepsy Association","53"
"Memory and Cognition","53"
"Journal of Applied Behavior Analysis","51"
"Acta Psychologica","51"
"Journal of Pediatric Psychology","50"
"American Journal of Psychotherapy","50"
"Kind En Adolescent","49"
"Law and Human Behavior","48"
"Psyche","48"
"Cognition","48"
"Journal of Vocational Behavior","47"
"Schweizer Archiv Fur Neurologie Und Psychiatrie","47"
"Neuropsychology","46"
"Journal of School Psychology","46"
"Psychopathology","46"
"Psychotherapy and Psychosomatics","45"
"Clinical Psychology Review","45"
"TW Neurologie Psychiatrie","45"
"Human Factors","45"
"American Journal of Drug and Alcohol Abuse","44"
"Journal of Abnormal Child Psychology","44"
"Journal of Traumatic Stress","44"
"Praxis Der Kinderpsychologie Und Kinderpsychiatrie","44"
"Psychological Research","43"
"Glycobiology","43"
"Journal of Social Psychology","43"
"Journal of Youth and Adolescence","43"
"Industrial Law Journal","43"
"Journal of Experimental Child Psychology","42"
"Journal of Behavior Therapy and Experimental Psychiatry","42"
"Journal of Family Psychology","42"
"Journal of Geriatric Psychiatry and Neurology","42"
"American Journal of Community Psychology","42"
"Evaluation and Program Planning","42"
"Journal of Memory and Language","41"
"Journal of Criminal Justice","41"
"Archives of Sexual Behavior","41"
"Archives of Clinical Neuropsychology","41"
"Journal of Psychoactive Drugs","41"
"Integrative Physiological and Behavioral Science","41"
"Journal of the Experimental Analysis of Behavior","41"
"Human Movement Science","41"
"Arts in Psychotherapy","40"
"Hormones and Behavior","40"
"Elt Journal","40"
"Behavior Therapy","40"
"Current Anaesthesia and Critical Care","40"
"Journal of the American Psychoanalytic Association","40"
"Bulletin of the Menninger Clinic","40"
"Journal of Business Research","40"
"Infant Behavior and Development","40"
"Family Process","39"
"Accounting Organizations and Society","39"
"Neuropsychiatry Neuropsychology and Behavioral Neurology","39"
"Shinrigaku Kenkyu the Japanese Journal of Psychology","39"
"Journal of Behavioral Medicine","38"
"Intelligence","38"
"Contemporary Family Therapy","38"
"Psychometrika","38"
"Biological Psychology","37"
"Occupational Medicine","37"
"Journal of Child Language","37"
"Cognitive Therapy and Research","37"
"Journal of Economic Psychology","37"
"Dth","37"
"Contemporary Educational Psychology","37"
"Journal of Psychology","37"
"Psychological Review","37"
"Behavioural Neurology","37"
"Neuroscience and Biobehavioral Reviews","36"
"Journal of Environmental Psychology","35"
