Scopus-26975-Analyze-Source

"Your query : (SUBJAREA(psyc))"


Number of results : 26975

"SOURCE TITLE",
"American Journal of Medical Genetics Neuropsychiatric Genetics","571"
"Journal of Neurology Neurosurgery and Psychiatry","468"
"Psychological Reports","368"
"Perceptual and Motor Skills","334"
"Behavioral and Brain Sciences","315"
"Journal of Clinical Psychiatry","310"
"Social Science and Medicine","302"
"Journal of the American Academy of Child and Adolescent Psychiatry","269"
"Pain","259"
"Psicothema","237"
"Brain and Cognition","210"
"Zhurnal Vysshei Nervnoi Deyatelnosti Imeni I P Pavlova","194"
"American Psychologist","185"
"Personality and Individual Differences","181"
"Brain and Language","162"
"Neuropsychologia","160"
"Schizophrenia Research","157"
"Journal of Affective Disorders","155"
"Ergonomics","143"
"Psychological Medicine","143"
"Child Development","142"
"Child Abuse and Neglect","141"
"Psychiatry Research","137"
"Memory and Cognition","137"
"Perception and Psychophysics","136"
"Journal of Clinical Psychology","135"
"Journal of Applied Social Psychology","134"
"Psycoloquy","129"
"Personality and Social Psychology Bulletin","125"
"International Journal of Eating Disorders","125"
"Journal of Consulting and Clinical Psychology","121"
"International Journal of Psycho Analysis","121"
"Behavioral Neuroscience","121"
"Journal of Studies on Alcohol","121"
"Journal of Psychosomatic Research","120"
"International Psychogeriatrics","119"
"Perception","119"
"Annales Medico Psychologiques","116"
"Neurobiology of Aging","116"
"Journal of Experimental Psychology Human Perception and Performance","110"
"CNS Spectrums","108"
"Psychosomatic Medicine","106"
"Seizure","105"
"Professional Psychology Research and Practice","104"
"Journal of Experimental Psychology Learning Memory and Cognition","103"
"Sex Roles","101"
"Addictive Behaviors","101"
"Journal of Child Psychology and Psychiatry and Allied Disciplines","100"
"Cyberpsychology and Behavior","100"
"Psychosomatics","98"
"Journal of Business Research","97"
"Journal of Cognitive Neuroscience","97"
"Psycho","94"
"Substance Use and Misuse","93"
"Journal of Autism and Developmental Disorders","93"
"Journal of Abnormal Psychology","93"
"Psychophysiology","91"
"Comprehensive Psychiatry","91"
"Behaviour Research and Therapy","89"
"Psychological Science","88"
"International Journal of Human Computer Studies","87"
"Journal of Applied Psychology","85"
"Depression and Anxiety","82"
"American Behavioral Scientist","80"
"Journal of Neuropsychiatry and Clinical Neurosciences","79"
"Health Psychology","79"
"Psychology and Health","77"
"Journal of Clinical and Experimental Neuropsychology","77"
"Medical Engineering and Physics","75"
"Psikhologicheskii Zhurnal","74"
"CNS Drugs","74"
"Journals of Gerontology Series B Psychological Sciences and Social Sciences","74"
"Journal of Social Psychology","74"
"Journal of Interpersonal Violence","73"
"Cognitive and Behavioral Practice","71"
"Experimental and Clinical Psychopharmacology","71"
"Neuropsychobiology","71"
"Journal of Educational Psychology","70"
"Journal of Applied Behavior Analysis","70"
"Ppmp Psychotherapie Psychosomatik Medizinische Psychologie","69"
"Neuropsychiatrie De L Enfance Et De L Adolescence","69"
"Hormones and Behavior","69"
"European Child and Adolescent Psychiatry","68"
"Behavior Research Methods Instruments and Computers","68"
"Journal of the American Psychoanalytic Association","67"
"Behavioral Healthcare Tomorrow","67"
"European Neuropsychopharmacology","67"
"Journal of the International Neuropsychological Society","66"
"Research Quarterly for Exercise and Sport","66"
"Educational and Psychological Measurement","66"
"Journal of Homosexuality","65"
"International Journal of Obstetric Anesthesia","65"
"Teaching of Psychology","65"
"Journal of Pragmatics","64"
"Psychology Public Policy and Law","63"
"Journal of Personality Assessment","62"
"Human Psychopharmacology","62"
"Journal of Adolescence","61"
"Cognition","61"
"Cognitive Brain Research","60"
"Journal of Memory and Language","60"
"Psyche","59"
"Adolescence","59"
"Psychoneuroendocrinology","59"
"Journal of Pediatric Psychology","59"
"Speech Communication","59"
"Biological Psychology","58"
"Dementia and Geriatric Cognitive Disorders","58"
"Psychonomic Bulletin and Review","58"
"Psycho Oncology","58"
"Journal of Psychology","57"
"Early Child Development and Care","57"
"European Journal of Pain","57"
"British Journal of Psychology","56"
"International Journal of Behavioral Development","56"
"Journal of Social Behavior and Personality","56"
"Journal of Psychiatric Research","56"
"Journal of Consciousness Studies","56"
"Quarterly Journal of Experimental Psychology Section A Human Experimental Psychology","56"
"British Journal of Educational Psychology","55"
"Journal of Personality","55"
"Social Behavior and Personality","55"
"Psychology and Aging","55"
"Journal of Psychoactive Drugs","55"
"Journal of Psychology Interdisciplinary and Applied","54"
"Journal of Chronic Fatigue Syndrome","54"
"Voprosy Psikhologii","54"
"Psychopathology","54"
"Journal of Organizational Behavior","54"
"Archives of Clinical Neuropsychology","53"
"Journal of Counseling and Development","53"
"Journal of Developmental and Behavioral Pediatrics","53"
"Journal of Health Psychology","53"
"International Journal of Offender Therapy and Comparative Criminology","53"
"Psychotherapy and Psychosomatics","53"
"Psychological Assessment","53"
"Journal of Traumatic Stress","53"
"Neuropsychology","52"
"Developmental Psychobiology","52"
"Psychologist","52"
"Psychotherapeut","52"
"American Journal of Orthopsychiatry","52"
"Current Directions in Psychological Science","52"
"Shinrigaku Kenkyu","51"
"Journal of Clinical Child and Adolescent Psychology","51"
"European Eating Disorders Review","51"
"Consciousness and Cognition","50"
"European Archives of Psychiatry and Clinical Neuroscience","49"
"Organizational Behavior and Human Decision Processes","49"
"American Journal of Psychotherapy","49"
"Psychology and Marketing","49"
"Psychology in the Schools","49"
"Behavior Genetics","48"
"Technological Forecasting and Social Change","48"
"Japanese Journal of Educational Psychology","48"
"Clinical Psychology Review","48"
"Human Factors","48"
"Psychological Bulletin","48"
"Studia Psychologica","48"
"Theory and Psychology","47"
