Scopus-24590-Analyze-Source

"Your query : (SUBJAREA(psyc))"


Number of results : 24590

"SOURCE TITLE",
"Perceptual and Motor Skills","718"
"Psychological Reports","457"
"Journal of Neurology Neurosurgery and Psychiatry","430"
"Social Science and Medicine","343"
"Journal of the American Academy of Child and Adolescent Psychiatry","292"
"Journal of Clinical Psychiatry","281"
"Brain and Language","279"
"Pain","249"
"Personality and Individual Differences","231"
"Substance Use and Misuse","161"
"Behavioral and Brain Sciences","158"
"Schizophrenia Research","154"
"Neuropsychologia","150"
"Psychological Medicine","142"
"Behavioral Neuroscience","130"
"Journal of Psychosomatic Research","128"
"Advances in Psychology","126"
"Journal of Applied Social Psychology","126"
"Perception","123"
"Psychiatry Research","123"
"Behaviour Research and Therapy","120"
"Neuropsychiatrie De L Enfance Et De L Adolescence","119"
"International Journal of Eating Disorders","118"
"Early Child Development and Care","117"
"Journal of Consulting and Clinical Psychology","114"
"Journal of Experimental Psychology Human Perception and Performance","113"
"Neurobiology of Aging","112"
"Zhurnal Vysshei Nervnoi Deyatelnosti Imeni I P Pavlova","109"
"Journal of Clinical Psychology","108"
"Brain and Cognition","107"
"Journal of Affective Disorders","107"
"Perception and Psychophysics","106"
"Personality and Social Psychology Bulletin","106"
"Sex Roles","102"
"Voprosy Psikhologii","99"
"Human Psychopharmacology","97"
"American Journal of Medical Genetics Neuropsychiatric Genetics","96"
"Child Abuse and Neglect","96"
"Journal of Social Psychology","95"
"Ergonomics","95"
"Medical Engineering and Physics","92"
"Journal of Child Psychology and Psychiatry and Allied Disciplines","92"
"Annales Medico Psychologiques","91"
"International Journal of Psycho Analysis","91"
"Behavior Research Methods Instruments and Computers","91"
"Child Development","91"
"Journal of Social Behavior and Personality","90"
"Journal of Experimental Psychology Learning Memory and Cognition","89"
"Psychosomatic Medicine","88"
"CNS Drugs","88"
"International Journal of Behavioral Development","87"
"Professional Psychology Research and Practice","86"
"Psychological Science","85"
"Behavioral Healthcare Tomorrow","85"
"American Psychologist","84"
"Journal of Personality Assessment","84"
"International Psychogeriatrics","84"
"Psychosomatics","84"
"Adolescence","83"
"Journals of Gerontology Series B Psychological Sciences and Social Sciences","83"
"Educational and Psychological Measurement","83"
"Addictive Behaviors","82"
"American Behavioral Scientist","81"
"Psychophysiology","81"
"Neuropsychobiology","80"
"Journal of Clinical and Experimental Neuropsychology","79"
"Journal of Applied Psychology","79"
"Memory and Cognition","77"
"Seizure","76"
"Organizational Behavior and Human Decision Processes","75"
"Journal of Experimental Child Psychology","75"
"Journal of Studies on Alcohol","75"
"Psychonomic Bulletin and Review","71"
"Journal of Neuropsychiatry and Clinical Neurosciences","70"
"Psychoneuroendocrinology","70"
"Journal of Abnormal Psychology","69"
"International Journal of Obstetric Anesthesia","69"
"International Journal of Human Computer Studies","68"
"Schweizer Archiv Fur Neurologie Und Psychiatrie","67"
"American Journal of Orthopsychiatry","66"
"Dementia and Geriatric Cognitive Disorders","66"
"European Archives of Psychiatry and Clinical Neuroscience","65"
"Journal of Pragmatics","65"
"Psychology and Aging","64"
"Health Psychology","63"
"Journal of Applied Behavior Analysis","63"
"Psychological Assessment","62"
"Neurobiology of Learning and Memory","62"
"Journal of Educational Psychology","62"
"Teaching of Psychology","62"
"Speech Communication","62"
"Journal of Psychology Interdisciplinary and Applied","61"
"Archives of Clinical Neuropsychology","61"
"Behavior Therapy","60"
"Journal of Business Research","59"
"Journal of Pediatric Psychology","59"
"Depression and Anxiety","58"
"European Neuropsychopharmacology","58"
"Revista Chilena De Neuro Psiquiatria","58"
"Journal of Autism and Developmental Disorders","58"
"Journal of Cognitive Neuroscience","57"
"British Journal of Educational Psychology","57"
"Journal of Memory and Language","57"
"Neuropsychology","57"
"Infant Behavior and Development","56"
"Hormones and Behavior","56"
"Psychotherapy and Psychosomatics","56"
"European Child and Adolescent Psychiatry","56"
"Clinical Neuroscience","56"
"British Journal of Clinical Psychology","55"
"Behavior Genetics","55"
"Psicothema","55"
"Journal of Psychiatric Research","54"
"Journal of Brain Research","54"
"Human Factors","53"
"Ppmp Psychotherapie Psychosomatik Medizinische Psychologie","53"
"Journal of the International Neuropsychological Society","53"
"Family Journal","53"
"Psychological Bulletin","53"
"Psychiatry Research Neuroimaging","53"
"Journal of Traumatic Stress","52"
"Psychology and Health","52"
"Comprehensive Psychiatry","52"
"Psikhologicheskii Zhurnal","52"
"Journal of Adolescence","52"
"Feminism and Psychology","51"
"Shinrigaku Kenkyu","51"
"Studia Psychologica","50"
"Japanese Journal of Educational Psychology","50"
"Journal of the American Psychoanalytic Association","50"
"Journal of Interpersonal Violence","50"
"Journal of Social and Personal Relationships","49"
"Journal of Vocational Behavior","49"
"Developmental Psychobiology","49"
"Psychopathology","48"
"Current Anaesthesia and Critical Care","48"
"American Journal of Community Psychology","48"
"Acta Psychologica","47"
"Evaluation and Program Planning","47"
"Psychotherapeut","47"
"Technological Forecasting and Social Change","47"
"ANAE Approche Neuropsychologique Des Apprentissages Chez L Enfant","47"
"Ceskoslovenska Psychologie","46"
"Journal of Counseling Psychology","46"
"Cognition","46"
"Neurologia Psichiatria Scienze Umane","46"
"Mental Retardation and Developmental Disabilities Research Reviews","45"
"Praxis Der Kinderpsychologie Und Kinderpsychiatrie","45"
"Experimental and Clinical Psychopharmacology","45"
"Child Care Health and Development","45"
"Clinical Psychology Review","45"
"Journal of Abnormal Child Psychology","45"
"Spatial Vision","45"
"Annals of Behavioral Medicine","45"
"International Review of Neurobiology","45"
"European Journal of Social Psychology","44"
"Development and Psychopathology","44"
"Journal of Psychoactive Drugs","44"
"Research Quarterly for Exercise and Sport","44"
"Assessment","44"
