Scopus-25846-Analyze-Source

"Your query : (SUBJAREA(psyc))"


Number of results : 25846

"SOURCE TITLE",
"Journal of Neurology Neurosurgery and Psychiatry","481"
"Psychological Reports","407"
"Journal of Clinical Psychiatry","396"
"Perceptual and Motor Skills","366"
"Behavioral and Brain Sciences","361"
"Journal of the American Academy of Child and Adolescent Psychiatry","287"
"Pain","283"
"Social Science and Medicine","283"
"Brain and Language","216"
"Journal of Affective Disorders","174"
"Schizophrenia Research","152"
"Personality and Individual Differences","148"
"Psychological Medicine","147"
"Journal of Clinical Psychology","138"
"American Journal of Medical Genetics Neuropsychiatric Genetics","136"
"Zhurnal Vysshei Nervnoi Deyatelnosti Imeni I P Pavlova","136"
"Psychiatry Research","131"
"Brain and Cognition","129"
"Journal of Studies on Alcohol","125"
"Perception and Psychophysics","124"
"Child Abuse and Neglect","122"
"Journal of Psychosomatic Research","122"
"Personality and Social Psychology Bulletin","118"
"Ergonomics","118"
"Perception","117"
"Annales Medico Psychologiques","117"
"Journal of Experimental Psychology Human Perception and Performance","117"
"Behavioral Neuroscience","116"
"Journal of Applied Social Psychology","114"
"Neuropsychologia","114"
"CNS Spectrums","114"
"Journal of Child Psychology and Psychiatry and Allied Disciplines","112"
"International Journal of Eating Disorders","111"
"Dementia and Geriatric Cognitive Disorders","110"
"Journal of Consulting and Clinical Psychology","110"
"European Neuropsychopharmacology","110"
"Substance Use and Misuse","109"
"Sex Roles","104"
"Psychosomatic Medicine","104"
"Child Development","103"
"Behaviour Research and Therapy","102"
"Seizure","99"
"Psycho","98"
"Memory and Cognition","97"
"Psychological Science","96"
"Neurobiology of Aging","96"
"Journal of Consciousness Studies","96"
"Early Child Development and Care","94"
"Zhurnal Vysshei Nervnoi Deiatelnosti Imeni I P Pavlova","91"
"Journal of Experimental Psychology Learning Memory and Cognition","91"
"Addictive Behaviors","90"
"Medical Engineering and Physics","89"
"Psychophysiology","89"
"International Journal of Psycho Analysis","89"
"Professional Psychology Research and Practice","88"
"American Behavioral Scientist","87"
"Behavioral Healthcare Tomorrow","87"
"Neuropsychiatrie De L Enfance Et De L Adolescence","85"
"Psycoloquy","85"
"Journals of Gerontology Series B Psychological Sciences and Social Sciences","85"
"Behavior Research Methods Instruments and Computers","84"
"Journal of Neuropsychiatry and Clinical Neurosciences","84"
"CNS Drugs","82"
"Journal of Applied Psychology","81"
"Psychosomatics","81"
"European Archives of Psychiatry and Clinical Neuroscience","79"
"Human Psychopharmacology","79"
"Journal of Social Psychology","79"
