Scopus-15513-Analyze-Source

"Your query : (SUBJAREA(psyc))"


Number of results : 15513

"SOURCE TITLE",
"Psychological Reports","508"
"Perceptual and Motor Skills","484"
"Zhurnal Nevropatologii I Psikhiatrii Imeni S S Korsakova","351"
"Social Science and Medicine","338"
"Journal of Neurology Neurosurgery and Psychiatry","321"
"Journal of Clinical Psychiatry","307"
"American Psychologist","215"
"Journal of Personality and Social Psychology","208"
"Journal of the American Academy of Child and Adolescent Psychiatry","202"
"Pain","192"
"Personality and Individual Differences","187"
"Advances in Psychology","186"
"Japanese Journal of Psychiatry and Neurology","180"
"Annals of Botany","173"
"Journal of Personality Assessment","151"
"Child Development","149"
"Ergonomics","148"
"Psychiatry Research","143"
"Journal of Clinical Psychology","136"
"Neurologia Psichiatria Scienze Umane","132"
"Annales Medico Psychologiques","121"
"Journal of Consulting and Clinical Psychology","121"
"Neuropsychologia","120"
"Developmental Psychology","117"
"Neuropsychiatrie De L Enfance Et De L Adolescence","111"
"International Immunology","109"
"Behavioral Neuroscience","107"
"Journal of Educational Psychology","106"
"Journal of Affective Disorders","106"
"Psychological Medicine","105"
"Sex Roles","103"
"Journal of Psychiatric Research","102"
"Journal of Experimental Psychology Learning Memory and Cognition","96"
"Psychosomatics","96"
"Zhurnal Vysshei Nervnoi Deyatelnosti Imeni I P Pavlova","89"
"Journal of Applied Psychology","88"
"Adolescence","84"
"Neurobiology of Aging","81"
"Child Abuse and Neglect","80"
"Behavior Research Methods Instruments Computers","80"
"International Journal of Eating Disorders","79"
"Professional Psychology Research and Practice","79"
"Psychological Assessment","78"
"Brain and Language","77"
"Children and Youth Services Review","77"
"Psychology and Aging","76"
"Perception and Psychophysics","75"
"Journal of Psychosomatic Research","74"
"Journal of Neuropsychiatry and Clinical Neurosciences","74"
"Journal of Child Psychology and Psychiatry and Allied Disciplines","74"
"Journal of Studies on Alcohol","72"
"Journal of Counseling Psychology","70"
"Addictive Behaviors","69"
"Comprehensive Psychiatry","69"
"Ppmp Psychotherapie Psychosomatik Medizinische Psychologie","69"
"Neuropsychobiology","68"
"Journal of Experimental Psychology Human Perception and Performance","67"
"Annals of Oncology","66"
"Psychotherapy and Psychosomatics","66"
"American Journal of Orthopsychiatry","65"
"Perception","65"
"Psychological Bulletin","65"
"Journal of Developmental and Behavioral Pediatrics","64"
"Psychophysiology","64"
"British Journal of Clinical Psychology","63"
"Research Quarterly for Exercise and Sport","62"
"Journal of Homosexuality","62"
"Behaviour Research and Therapy","62"
"Developmental Psychobiology","61"
"Journal of Clinical and Experimental Neuropsychology","60"
"American Journal of Psychotherapy","59"
"Perception Psychophysics","58"
"International Journal of Psycho Analysis","57"
"Speech Communication","57"
"Contemporary Family Therapy","57"
"Behavior Genetics","57"
"Neuroscience and Biobehavioral Reviews","56"
"Journal of Abnormal Psychology","56"
"Journal of Psychoactive Drugs","56"
"Brain and Cognition","55"
"Praxis Der Kinderpsychologie Und Kinderpsychiatrie","55"
"Psychosomatic Medicine","55"
"American Journal of Community Psychology","54"
"Journal of Business Research","54"
"Technological Forecasting and Social Change","54"
"Health Psychology","54"
"Psyche","54"
"Journal of Autism and Developmental Disorders","52"
"Psychoneuroendocrinology","52"
"Evaluation and Program Planning","51"
"Journal of Pediatric Psychology","51"
"Death Studies","50"
"Journal of Experimental Child Psychology","50"
"Journal of Abnormal Child Psychology","50"
"Human Factors","49"
"Chinese Journal of Neurology and Psychiatry","49"
"Acta Psychologica","49"
"Cognition","49"
"Psychopathology","48"
"Journal of Pragmatics","48"
"Psychometrika","48"
"Dementia","47"
"Journal of Vocational Behavior","47"
"Journal of Geriatric Psychiatry and Neurology","46"
"Journal of the American Psychoanalytic Association","46"
"Human Psychopharmacology","46"
"Psychological Research","45"
"Journal of Sex Research","45"
"Journal of Traumatic Stress","45"
"Organizational Behavior and Human Decision Processes","45"
"International Journal of Aging and Human Development","44"
"Bulletin of the Menninger Clinic","44"
"Archives of Sexual Behavior","44"
"Elt Journal","43"
"Arts in Psychotherapy","43"
"Shinrigaku Kenkyu the Japanese Journal of Psychology","43"
"Memory and Cognition","42"
"Journal of Business and Psychology","42"
"Law and Human Behavior","42"
"Hormones and Behavior","42"
"Journal of Social Psychology","42"
"Behavioral Sciences and the Law","41"
"Journal of Youth and Adolescence","41"
"Irish Journal of Psychological Medicine","41"
"Clinical Psychology Review","41"
"Archivos De Neurobiologia","41"
"Journal of Applied Behavior Analysis","41"
"Journal of Behavioral Medicine","40"
"European Archives of Psychiatry and Neurological Sciences","40"
"Psychoanalytic Psychology","40"
"Psychological Review","39"
"Schizophrenia Research","39"
"Current Anaesthesia and Critical Care","38"
"Cognitive Therapy and Research","38"
"Behavior Therapy","38"
"Infant Behavior and Development","38"
"Journal of Research in Personality","37"
"Journal of Psychophysiology","37"
"Journal of Criminal Justice","37"
"New Ideas in Psychology","37"
"Journal of Memory and Language","37"
"Biological Psychology","36"
"Journal of Behavior Therapy and Experimental Psychiatry","36"
"American Journal of Clinical Hypnosis","36"
"Journal of Experimental Psychology Animal Behavior Processes","36"
"Animal Learning and Behavior","36"
"Schweizer Archiv Fur Neurologie Und Psychiatrie","36"
"European Journal of Psychology of Education","35"
"Journal of Intellectual and Developmental Disability","35"
"Journal of School Psychology","35"
"Journal of Experimental Psychology General","35"
"Journal of Anxiety Disorders","34"
"Accounting Organizations and Society","34"
"Neuropsychiatry Neuropsychology and Behavioral Neurology","34"
"Early Childhood Research Quarterly","34"
"Journal of Analytical Psychology","33"
"Journal of Experimental Social Psychology","33"
"Group","33"
"Gruppenpsychotherapie Und Gruppendynamik","32"
