|horoscope|pub_date|zodiac
788|Venus, planet of values, urges you to be a bit more understanding of someone who has let you down in some way. Almost certainly they didn’t mean to. Almost certainly it was an accident. There is no reason at all to be bitter.|09-05-2014|pisces
789|Your arguments may sound convincing to you but it would appear other people are not convinced and that could cause problems this weekend. Try to remember that everyone is different and everyone has their own way of interpreting the facts.|09-06-2014|pisces
790|Life may be good to you at the moment but a partner or loved one is having a tough time of things. Take time out from what you are doing and offer a consoling word or helping hand. Your kindness will be appreciated.|09-07-2014|pisces
791|You have friends in high places and you must make better use of them. There is no valid reason why you should miss out on the good things simply because you think it is wrong to give yourself an advantage over your rivals.|09-08-2014|pisces
792|Actions speak louder than words, so if you have fallen out with a friend or colleague do whatever it take to get past the situation. You don’t want the dispute to drag on indefinitely, and neither do they, so work something out.|09-09-2014|pisces
793|Neptune can be a disruptive influence and because it is now at odds with love planet Venus it could have a negative effect on affairs of the heart. Promises made in the heat of the night are easily broken in the cold light of day.|09-10-2014|pisces
794|Your physical and emotional reserves are likely to be a bit depleted at the moment, so take it easy today and tomorrow. There are a number of ways you can improve your health and streamline your working routine without being silly about it.|09-11-2014|pisces
795|The cosmic picture will be changing over the next few days and with Mars moving into your opposite sign you may find that minor problems loom a lot larger than before. Don’t worry – you’ll find ways to deal with them.|09-12-2014|pisces
796|A personal relationship will come under strain this weekend and your commitment will certainly be tested. Whatever the challenge you must face it together and, hopefully, triumph together. The bond between you will be stronger than ever.|09-13-2014|pisces
797|However much you care for a certain individual you know better than to involve yourself too deeply in their personal affairs. If you get the chance to offer some appropriate advice today that’s okay but don’t force your opinions on them. |09-14-2014|pisces
798|You may have to devote the daylight hours to work-related matters but once the Sun goes down your thoughts will be on having fun. As far as romance is concerned a secret crush you have is unlikely to stay secret much longer.|09-15-2014|pisces
799|If you have a favor to ask of a friend or family member, now is the time. The planets indicate that for reasons which may not be entirely clear everyone wants to help you today. You would be foolish not to take advantage of it.|09-16-2014|pisces
800|Not everything will go the way you want it to go today but those things which do work out right will far outnumber those things which don’t. A domestic or romantic dispute can now easily be resolved – IF you are willing to say sorry first.|09-17-2014|pisces
801|If you get the chance to improve your cashflow situation you must take it. Your ability to think on your feet and to make quick and correct decisions means you will be much in demand today. Be sure to make it pay.|09-18-2014|pisces
802|Your priority now must be to get out into the world and do what Geminis do best – have fun Career and money worries can be left until another day, or another week, or another month. Okay, go the whole hog – leave them for another year.|09-19-2014|pisces
803|You enjoy the limelight and you will certainly get the chance to put on a show over the next 48 hours. It’s good that you like being the center of attention because it will happen often over the next four or five weeks.|09-20-2014|pisces
804|If you feel restless and ill at ease don’t sweat it – you will get the chance to ring the changes when the Sun moves in your favor this coming Tuesday. What you have to leave behind will be eclipsed by what awaits you in a new environment.|09-21-2014|pisces
805|Don’t worry about money or career problems because the Sun’s change of signs tomorrow means you will soon have more enjoyable issues to focus on. Problems will remain, of course, but your attitude towards them will be much more positive.|09-22-2014|pisces
806|According to the planets you are overreacting to what is really a quite minor event, but the good news is that with the Sun now moving into the most positive area of your chart you will soon get over it. Make having fun your mission.|09-23-2014|pisces
807|You will get a clear picture in your mind’s eye today of what it is you want out of life and what you will have to do to get it. After that it’s up to you – do you have the ambition and staying power to make it happen?|09-24-2014|pisces
808|You will tackle even the most difficult tasks with ease today. A wonderful aspect between the heavyweight planets Jupiter and Uranus means you are in tune with the spirit of the times, so sing along and find fun in everything you do.|09-25-2014|pisces
809|The setbacks and disappointments of recent months can now be seen in a much more positive light. Even when you were on the receiving end of bad news it was teaching you and toughening you up – and now you will thrive.|09-26-2014|pisces
810|No doubt you know where you are going and no doubt you know what needs to be done to get from here to there but don’t close your ears to other people’s advice. A friend’s or loved one’s experiences could be invaluable.|09-27-2014|pisces
811|You are on course to accomplish something remarkable, even more so if you have a clear idea of the target you are aiming for. A burst of activity over the next few days will produce the kind of results it usually takes months to put together.|09-28-2014|pisces
812|A completely unexpected event will throw you off your stride today but that’s okay. You will still be heading in roughly the right direction and if you get there a bit later and by a roundabout route it’s no big deal.|09-29-2014|pisces
813|Don’t stay silent today just because you worry you might upset someone who has the power to make life difficult for you. Chances are they respect your opinions more than you realize and will respect them even more if you make your point honestly.|09-30-2014|pisces
814|Something you take for granted will be changed beyond recognition over the next few days. But seeing as it is so clearly a change for the better you won’t be in the least bit worried. In fact you may wish it had happened sooner.|10-01-2014|pisces
815|You can afford to take a few risks today where affairs of the heart are concerned. Don’t be afraid to reveal your innermost feelings to the one whose affections you are after – they will most likely respond in similar fashion.|10-02-2014|pisces
816|What exactly is it that you most desire? Vague feelings won’t do – you need to be as specific as you can if you are to have any real hope of making your dream come true. Imagine it, desire it, embrace it, then own it!|10-03-2014|pisces
817|This is potentially one of the best times of the year for you on just about every level, so don’t sit at home all weekend – get out there and show the world what you are about. Star quality is rare, but you’ve got tons of it.|10-04-2014|pisces
818|Certain people may say you are under an obligation to get involved in their problems and their causes but you’re not. It is entirely up to you what you do and don’t do and what you support and don’t support. Don’t let them intimidate you.|10-05-2014|pisces
819|Something may look simple on the surface but if you dig a little deeper over the next 24 hours you will find it is anything but. If you can, stand back a little and view what’s going on from a wider perspective. You’ll get the picture.|10-06-2014|pisces
820|Be firm and decisive and don’t let anyone tell you that you are not entitled to enjoy the good things in life. Too often in the past you have held back while those less talented but with bigger egos have pushed ahead. Time to reverse that.|10-07-2014|pisces
821|Something extraordinary is about to happen in your life – you just know it. Today’s eclipse will sweep away obstacles and enable you to turn what has until now been merely a dream into a real-life achievement. Show the world you mean business.|10-08-2014|pisces
822|Your approach to a certain situation may be ridiculed by those who think you are doomed to failure but they won’t be laughing when they see you make a success of it. Never be afraid to go your own way and do your own thing.|10-09-2014|pisces
823|According to the planets you are in danger of making a simple situation more complicated than it needs to be. Relax, take your time and let your inner voice guide you. It knows the way and all you have to do is follow.|10-10-2014|pisces
824|Expect some surprises where your ideals, beliefs and friendships are concerned this weekend. Or maybe the opposite will happen and what you thought would be a surprise turns out to be entirely predictable. With Uranus involved, you just can’t tell.|10-11-2014|pisces
825|Things will work out well for you over the next few days, even though you may be convinced that Lady Luck has deserted you. Get rid of that pessimistic attitude and believe that you are the luckiest person alive – because you are! |10-12-2014|pisces
826|What you most need to ask yourself today is this: is the cause I am fighting for really worth the effort? Maybe you are already beginning to suspect that the answer is “no”. In which case you need to start backing away from it.|10-13-2014|pisces
827|Your enthusiasm for a project will reach new heights today but don’t just throw yourself at it in one mad rush. A little bit of planning now will lead to huge benefits later in the year, so put in the brain work first.|10-14-2014|pisces
828|The task you have set yourself may seem a bit scary but if you have confidence in yourself and if you act as if you cannot lose it will be a great success. What seems most difficult for you now is in fact extremely easy.|10-15-2014|pisces
829|Life is good and getting better by the moment, so why are you so fearful? No doubt it has something to do with Mercury, your ruler, in one of its retrograde phases. Don’t worry. No matter what happens in the short-term, the long-term outlook is rosy.|10-16-2014|pisces
830|Don’t push yourself too hard physically or worry that you are not giving enough mentally or emotionally. Even a Gemini needs to slow down a bit once in a while and with your ruler Mercury still moving retrograde this is the ideal time.|10-17-2014|pisces
831|Try not to overreact to minor problems over the next few days or they could develop into major issues for no good reason. You would rather deal with a genuine crisis than a petty dispute and the Sun’s change of signs on Thursday could make it happen.|10-19-2014|pisces
832|You may have to cut back on your commitments in order to save time and money but don’t overdo it. Jupiter, planet of excess, is strong in your chart today, so there is a danger you could go too far. Avoid all kinds of extremes.|10-20-2014|pisces
833|Take something that seems ordinary and turn it into something special over the next 24 hours. You cannot escape your commitments but you can make life easier for yourself by taking a more active interest in the passing events of everyday life.|10-21-2014|pisces
834|Any minor health worries you have must be dealt with over the next 48 hours. Most likely you have absolutely nothing to fear, physically at least, but it won’t hurt to get a professional opinion, if only to put your mind at ease.|10-22-2014|pisces
835|What you need to remember today is that every cause has an effect. The planets indicate that something is about to happen that is directly linked to what you said or did in the dim and distant past. What goes around comes around.|10-23-2014|pisces
836|Don’t brood about big things you cannot change. Instead, focus on small things you can do right now, at this very moment. No matter how mundane they may be if you keep at it your small steps will become giant strides.|10-24-2014|pisces
837|You don’t mind challenges, in fact you quite like them, but there are limits and the pressure you are currently under is becoming a burden to say the least. The fact is you have brought a lot of it on yourself. Find ways to slow down and relax.|10-25-2014|pisces
838|You can do many things but one thing you have never been much good at is reading minds. If someone requires your help today they must come right out and ask for it. Only when you know what they want can you give them what they need.|10-26-2014|pisces
839|Neptune’s negative influence is eroding your confidence and exposing you to fears and worries that really are not warranted. Fortunately, your current negative state of mind is unlikely to last. You’re just too fun-loving to be down for long.|10-27-2014|pisces
840|You may think you know all you need to know about a friend or colleague but over the next 24 hours you will find out things about them that you had not even guessed at. Seems they have hidden depths – just like you.|10-28-2014|pisces
841|It may sadden you that a friend or family member clearly feels unhappy with what you are doing but that’s just the way it is. The more you try to convince them it’s okay the more anti they are likely to get, so let it pass.|10-29-2014|pisces
842|The Sun in the work area of your chart means you have a number of duties and responsibilities to attend to and, although you might prefer to ignore them, you feel honor bound to do what is expected of you. You will be well rewarded.|10-30-2014|pisces
843|The road ahead of you may not look too inviting but once you are on the move you will find that the journey is not so bad. The fact is you can find something to enjoy in any direction you travel — it’s largely a state of mind.|11-02-2014|pisces
844|You may think you have energy to spare today but in reality your physical batteries are running low, so don’t take on any new responsibilities. Despite what some people might say you don’t have to burn the candle at both ends to succeed. |11-03-2014|pisces
845|There are two ways you can deal with a problem: the quick way that calms things down in the short-term but does not guarantee it won’t return; or the long way that takes more time and effort but is ultimately more effective. You know which is best.|11-04-2014|pisces
846|According to the planets you are working too hard and need to take a break. Everyone needs time to relax and enjoy the finer things in life and you need it more than most at the present moment. Work can wait – peace of mind cannot. |11-05-2014|pisces
847|A problem related to your work is not as difficult to solve as you imagine and the answer will be obvious once you ignore the usual solutions and try something different. Remember too that you don’t have to do it all yourself.|11-07-2014|pisces
848|Start thinking about ways you can make your working routine less stressful. You may not get the chance to put your ideas into effect immediately but by the middle part of next week you will be glad you made the effort.|11-08-2014|pisces
849|Knowing what you don’t want to do can be every bit as valuable as knowing what you do want to do, especially if it helps you make some kind of choice. Just be aware this week that you don’t have to make that choice immediately.|11-09-2014|pisces
850|You will start the week inspired mentally and overflowing with energy physically. If you can apply your talents in the right direction there is no limit to what you can achieve over the next four or five days. If you can think it you can do it too.|11-10-2014|pisces
851|You may be worried about taking a risk with your resources but what alternatives do you have? Not many. You of all people should know that if you stick to the same old routine you will keep on getting the same old results. |11-11-2014|pisces
852|You have something important to say and you should say it both loudly and immediately. The longer you allow something that annoys or upsets you to continue the worse it will get, so speak up and, if necessary, provoke a showdown. |11-12-2014|pisces
853|You enjoy a certain amount of drama in your life but you need stability too and today you will be delighted to discover there are people you can trust and turn to when the going gets tough. Ask for help and you will get it instantly.|11-13-2014|pisces
854|Try not to exaggerate your troubles today, because with the Sun at odds with Jupiter, planet of expansion, things could easily get out of control. Loved ones and work colleagues are in no mood to encourage feelings of self-pity.|11-14-2014|pisces
855|It may appear as if some people lead more glamorous lives than you but from their point of view you seem to be having fun as well. Don’t envy what others have got – simply make more of your own skills and talents.|11-15-2014|pisces
856|Friends and loved ones may think you have taken leave of your senses but you know that the course of action you are contemplating is right for you. A change of scene will do you the world of good – a change of outlook even more so.|11-16-2014|pisces
857|You may be tempted to bulldoze your way through obstacles today but is that really such a good idea? Why risk causing trouble when you can get what you need by less provocative methods? Might sometimes makes right, but not today.|11-18-2014|pisces
858|Stop being so suspicious and accept that what people say is what they mean. If a friend or work colleague has promised to do something for you then you must trust that they intend to deliver. Don’t keep going on about it.|11-19-2014|pisces
859|Ignore those who urge you to take a more “balanced” approach. If you want something enough you must go out and get it, regardless of whose toes you might be treading on. Don’t give an inch – in fact tread on those toes even harder.|11-20-2014|pisces
860|This may be a difficult time but you don’t have to let it get on top of you. On the work front it would appear that someone has got into the habit of expecting you to do all the work. Maybe it’s time to turn round and say “no”. |11-21-2014|pisces
861|An idea you have may seem impractical to some but you have total faith in your own abilities. You are not the sort to be put off just because something is new or untested – that’s what makes it exciting and worth the effort. |11-22-2014|pisces
862|If a friend suggests a course of action you are not too sure about, go along with it anyway. You always like to be in control of your own destiny but on this occasion you could do worse than put yourself in their capable hands.|11-23-2014|pisces
863|If others expect you to act in ways you do not enjoy then obviously something is wrong. You don’t have to do what they want you to do. You certainly do not have to play a role that feels alien to you. Be yourself. |11-24-2014|pisces
864|If nothing adds up it can only be because you are using the wrong measuring tool. Put your current beliefs and attitudes aside for a few hours and everything will soon be crystal clear. Your life actually makes perfect sense. |11-25-2014|pisces
865|If you can imagine something then you can do it as well. What you visualize over the next 24 hours is what you will be able to do in weeks to come, so don’t dismiss what are genuine insights as fantasy or wishful thinking.|11-26-2014|pisces
866|Is what you are doing with your life meaningful? Most likely it is but there may be moments today when your confidence wavers and doubts creep in. Try to understand that whatever path you are on it is the right one for you.|11-27-2014|pisces
867|When you want something enough you let nothing stand in your way, which is good. What is not so good is if you climb over other people to get it. Mercury in your opposite sign as from today encourages you to be more diplomatic.|11-28-2014|pisces
868|Be spontaneous, be original, be the one who stands out from the crowd. Cosmic activity in your opposite sign of Sagittarius means you won’t always get the level of support you would like but the fact is you really don’t need it.|11-29-2014|pisces
869|There are several things you can do to make sure the week ahead of you is relaxed and enjoyable. Clear up the backlog of jobs you started but never quite got round to completing on Monday and Tuesday. After that, you time is your own.|11-30-2014|pisces
870|Mars in the wealth area of your chart means you have important financial arrangements to deal with and you must do so from a position of strength. Know your own worth and don’t accept anything less. A top job deserves top dollar payment. |12-01-2014|pisces
871|You will need to be tough, maybe even ruthless, if you are to protect your interests against those who would like to see you fail. Emotional and material security is important to you but you will only get it if you fight for it.  |12-02-2014|pisces
872|Your present location may seem exactly right for you but when Mars changes signs tomorrow new options will present themselves and you will start to think about making a move. You rarely stay in one place for long.|12-03-2014|pisces
873|There will be all sorts of opportunities to improve yourself, personally and professionally, over the next few days but there will also be challenges that force you to make far-reaching changes. Take the rough with the smooth.|12-04-2014|pisces
874|The approaching full moon will affect you more than most because it takes place in your sign, and if you get through the next two or three days emotionally unscathed you can count yourself lucky! Try not to take anything too seriously.|12-05-2014|pisces
875|You will get the chance to settle a long-running emotional dispute this weekend and you must do so without hesitation. Even if you believe that you have nothing to apologize for it won’t do you any good to prolong the feud.|12-06-2014|pisces
876|You may regret not having more time enjoy your social life but there is a reason you are having to focus on more serious matters. Clear you mind of negative thoughts and you will see there is a positive pattern to recent events.|12-07-2014|pisces
877|Get out into the world and have a good time. The more people you meet on your travels the better as they will open your eyes to new possibilities. And if some people do not approve of your gallivanting? Do it even more! |12-08-2014|pisces
878|It may look as if you are the only one who knows what’s going on at the moment but the planets warn you could be kidding yourself. It might be wise not to trust everything your five senses tell you over the next 24 hours. |12-09-2014|pisces
879|Stick to the facts today, especially when dealing with money matters. If you are tempted to make a decision for sentimental reasons it could easily backfire on you, so be cautious and make sure your cash stays where it belongs – in your pocket.|12-10-2014|pisces
880|You will have to make sacrifices over the next few days but that’s okay. You will get your reward later in the month when the Sun moves in your favor again – and it will be worth the wait. Today, try to avoid conflicts at work.|12-11-2014|pisces
881|You may feel a little worn out after the excitement of the past few days but don’t switch off completely because there are still important things that need to be done. Use your Gemini way with words to get others to do the hard stuff for you. |12-12-2014|pisces
882|You will want to be on the move this weekend but friends and loved ones will want you to stay right where you are. Something will have to give and no way should it be you. If one place bores you just move to another.|12-13-2014|pisces
883|The planets urge you to knuckle down and create something of lasting value this week. Don’t worry if certain people make fun of your aims – most likely they are jealous of your talent and secretly fear you will succeed. They’re right, you will.|12-14-2014|pisces
884|You may be fired with enthusiasm for a new plan or project but not everyone is convinced. Does that matter? Only if you care about their opinions. Your best course of action is to just get on and do what feels right to you. |12-15-2014|pisces
885|Be careful you don’t bite off more than you can chew today, especially if you are trying to impress important people. The best way to influence them is to just be yourself. If you’ve got what it takes – and you have – they will notice. |12-16-2014|pisces
886|Someone will try to persuade you to part with some of your cash today and you must turn them down flat. Just because they’ve had a good idea does not mean you have to finance it, and certainly not without a binding contract.|12-17-2014|pisces
887|This is a time of major changes for you, especially on an inner level. Those changes will accelerate when the Sun moves into Capricorn at the weekend, so treat yourself gently and get plenty of rest. You will most likely need it! |12-18-2014|pisces
888|You will be torn between conflicting duties today and whichever one you choose to prioritize someone, somewhere is not going to like it. In which case it might be better to forget about everyone else and put your own needs first for a change.|12-19-2014|pisces
889|Be careful you don’t let slip information that could either be used against you or used to make money at your expense. You may be outgoing and chatty by nature but there are times when even a Gemini should keep quiet. |12-20-2014|pisces
890|Be on your guard this week because the planets warn that someone you do business with may try to cheat you. On the other hand they also warn that you could overreact, so make sure you are certain of the facts before making accusations.|12-21-2014|pisces
891|Keep your wits about you today or you could lose out financially. Someone you think is a friend is actually a secret rival, so don’t take anything for granted and don’t accept what they tell you without checking it out for yourself. |12-22-2014|pisces
892||12-23-2014|pisces
893|There will be some remarkable developments in the final few days of the year, which is great, but you would be wise to conserve your energy today and tomorrow. The less you do now the more you will gain later on. |12-24-2014|pisces
894|If your inner voice urges you to take a risk then that is exactly what you should do, even if everyone else tells you not to be foolish. Maybe they’re right, maybe you are taking unnecessary chances, but your instincts are too strong to resist. |12-25-2014|pisces
895|Keep personal information to yourself today. You may be tempted to bare your soul and let a certain person now what you have been going through but the planets warn that is not a good idea. If one knows then soon everyone will know. |12-26-2014|pisces
896|Even a Gemini has limits and it will be pretty clear over the next few days what they are. In areas where you are lacking in experience you must let others take the lead. Fortunately you are rarely lacking in common sense. |12-27-2014|pisces
897|The most important thing now and over the new year period is that you stay on good terms with partners and colleagues. No matter what others may say or do you must not overreact. Don’t make enemies of people who should be friends.|12-28-2014|pisces
898|You will be tempted to ignore some kind of problem today in the hope that it will go away – and you are right to do so. This is one of those problems that is only a problem if you think it is a problem. So don’t think of it at all. |12-29-2014|pisces
899|What happens over the next 24 hours will reassure you that everything is fine. In fact, by the time Venus moves in your favor next weekend you will come to the conclusion that you have been worrying for no good reason. |12-30-2014|pisces
900|If you are smart you won’t take what someone tells you too seriously today, especially if there is money at stake. If you fall for a story that is obviously untrue it will be you who pays for it in the long-term. |12-31-2014|pisces
901|Make an effort to pursue a new interest because the planets suggest it will become increasingly important to you over the next few months. Don’t worry that others think you are wasting your time – you will soon be having the time of your life. |01-01-2015|pisces
902|You have big plans for the future but make sure they are not too big. Even a Gemini has limits and your main task now is to identify what those limits are so you can work within them. It’s not about weakness, it’s about common sense. |01-02-2015|pisces
903|Positive thinking is a must this weekend because if you dwell on what is going wrong in your life you will miss all the wonderful things that are going right. Forget about your chores and do something purely for the fun of it. |01-03-2015|pisces
904|Wherever you go and whatever you do you will have no end of fun this week. The only dark cloud on the horizon is tomorrow’s full moon which may bring one or two money problems. Promise yourself you won’t spend too much. |01-04-2015|pisces
905|The more you worry about a money problem the more power you give it, so put it out of your mind and focus on something more positive. Looking back from later in the week you will realize there was nothing to worry about anyway. |01-05-2015|pisces
906|You will find yourself at odds with someone in a position of authority today and you may have no choice but to back down, even though you believe you are in the right. It’s simply not worth putting your livelihood at risk. |01-06-2015|pisces
907|Your current big idea may indeed be wonderful but don’t shout about it too loudly. In fact you should keep it to yourself at least until the end of the week – by which time you will most likely have changed your mind. |01-07-2015|pisces
908|You will find yourself in a heated discussion with a friend or work colleague today and no way are you going to back down. Why should you when you know that you are right and they are wrong? There is no need to compromise. |01-08-2015|pisces
909|If you are having second thoughts about something you recently agreed to there is still time to change your mind. Others may not be happy about it but your conscience must come first. Better you pull out now than hate yourself later. |01-09-2015|pisces
910|You may have been tough on various people in recent weeks but you will be a lot more friendly over the next 48 hours. You have been Mr. Nasty and now it is time to be Mr. Nice. If nothing else it will keep your rivals confused.|01-10-2015|pisces
911|Someone in a position of power may give you a tough time during the early part of the week but that’s okay because you can be pretty tough yourself when the need arises. You have both right and might on your side, so use them.|01-11-2015|pisces
912|Whatever you want out of life you will find a way to get, but you will get it quicker and easier if you make friends with important people, the kind who can open doors and make things happen for you. You can’t do it all by yourself. |01-12-2015|pisces
913|A co-worker will give you a hard time over the next 24 hours but you must not give them a hard time back. The only thing they can do to actually hurt you is to provoke you into making an angry response. Don’t fall for it. |01-13-2015|pisces
914|With your ruler Mercury so strong today you are in a can-do mood but you may have to deal with people who seem incapable of making even the simplest decision for themselves. Yes, it’s frustrating but don’t lose your temper. |01-14-2015|pisces
915|Winning may not be everything but it isn’t nothing either and if you get the chance to be number one today you should take it. Mars in the career area of your chart makes it easy for you to be assertive – but don’t push it too far.|01-15-2015|pisces
916|If you force yourself to be enthusiastic about a task or project you don’t really care about today you may be surprised to find that you actually quite enjoy it. You will certainly impress everyone by your dedication to duty. |01-16-2015|pisces
917|You are determined to get more out of life and because you can sense that the clock is ticking you will deal harshly with anyone who stands in your way this weekend. But what kind of fool would dare to do that? |01-17-2015|pisces
918|Anyone who thinks that you will change your plans to fit in with what they want to do clearly does not know you too well. In fact you will go out of your way to do things your way – just to let them know you’re the boss! |01-19-2015|pisces
919|So many of the things you have been worrying about will fade away over the next few days. It’s doubtful whether they existed in the first place but the important thing is you feel free at last. How are you going to use that freedom? |01-20-2015|pisces
920|If your sixth sense tells you that someone is not being honest with you then, yes, you should be on your guard. But don’t make accusations unless you can back them up with facts. You’ll look bad if you get it wrong.|01-21-2015|pisces
921|Someone more experienced than you will take you under their wing over the next few days and teach you a number of things worth knowing. Amazingly they won’t ask for a favor in return – they just want to see you do well.|01-22-2015|pisces
922|Someone you think of very highly indeed has been waiting for you to declare your friendship, and maybe even your passion, and if you do it today your relationship will go from good to great. So what are you waiting for?|01-23-2015|pisces
923|A colleague will be less than helpful over the next 48 hours – in fact it seems they are being obstructive for the sake of it. Stay calm. If they see that it’s getting to you it will encourage them all the more. |01-24-2015|pisces
924|You have been a bit too suspicious in recent days but you will more than make up for it this week. Colleagues will be impressed by your willingness to work as part of the team – provided, of course, there is something in it for you. |01-25-2015|pisces
925|Force yourself to look on the bright side today. According to the planets you have nothing to worry about but you may have to trick your mind into believing that is so. Focus only on good things and only good things will happen. |01-26-2015|pisces
926|You seem to be in two minds which way you should now be heading. The best thing to do is wait until the end of the week when your confidence will return and you are far more likely to make the correct decision.|01-27-2015|pisces
927|A friend or relative will go out of their way to do something they hope you approve of today. Even if you are not that impressed you should pretend that you are, because if you help them feel good now they will help you big time later on. |01-28-2015|pisces
928|Anyone who doubts you are a free-thinker won’t doubt it much longer. In fact, what you profess to believe over the next 24 hours will mark you out as a maverick. Are you mad or are you bad? Neither, you’re a Gemini! |01-29-2015|pisces
929|Your main aim today and over the weekend must be to push yourself harder and get the best from yourself. Believe in your abilities and believe that you are capable of more and, in time, your belief will make it a fact.|01-30-2015|pisces
930|You would be wise not to make too many plans over the next 48 hours. And don’t put too much trust in other people’s plans and promises either. According to the planets friends and colleagues will say anything to try to impress you.|01-31-2015|pisces
931|The coming week will be extremely lucky for you. So many things will go right that it’s like you have a special angel watching over you. Maybe you have, maybe the good fortune fairy is on your side. Make the most of it.|02-01-2015|pisces
932|The coming week will be a time of great activity. You know what you want, you know where to get it – now all you have to do is find the confidence to reach out and take it. That will be easier than you imagine. |02-02-2015|pisces
933|The only danger today is that you will change your plans at the last possible moment and by doing so upset other people’s aims. It may not bother you now but it will do later when they change their own plans just to annoy you. |02-03-2015|pisces
934|You have done plenty of thinking and planning, now you must act. Don’t be half-hearted about what needs to be done – dedicate yourself to it body, mind and soul. You may be small but you can have a huge impact.|02-04-2015|pisces
935|You need to make an important decision today and you need some peace and quiet so you can think and, hopefully, come to the correct conclusion. Find a place where the noise of everyday life cannot interfere with your thoughts. |02-05-2015|pisces
936|Your confidence may take a dive today but it’s no big deal. As a Gemini you are rarely down for long and come the weekend you will be full of life and laughter again. There will be love in your life too. |02-06-2015|pisces
937|If you want to move up in the world then you must make an effort to impress people in positions of power. But don’t make too big a deal of it because they will be most impressed if you make it look easy.|02-07-2015|pisces
938|Mercury, your ruler, ends its current retrograde phase on Wednesday, after which you will find it so much easier to make others understand what it is you are trying to say. If you’re really fortunate you may even understand it yourself! |02-08-2015|pisces
939|There can be no more excuses for putting off something you should have taken care of a long time ago. You can and you must find a way to get it done – all it takes is a bit of imagination followed by lots of application.|02-09-2015|pisces
940|Someone in a position of authority will be rather critical of your work today but don’t lose heart. They know you have what it takes to succeed but they think you could do with a little push to get you going. They could be right. |02-10-2015|pisces
941|Be careful who you trust on the work front today because someone you think is a friend could be plotting to undermine your position. If you let them in on a secret they could find a way to use it against you. |02-11-2015|pisces
942|You are in one of those moods when whatever other people say you feel you have to take an opposing viewpoint. Are you being contrary for the fun of it? Maybe but what of it? Someone needs to ask the difficult questions. |02-12-2015|pisces
943|Question everything you are told today. Don’t accept things just because the “experts” tell you they are true. All too often the “experts” are actually nothing of the sort. Always think for yourself – don’t let others do it for you.|02-13-2015|pisces
944|Wait a day or two before confronting someone with evidence of their wrongdoing. At the moment the evidence you have is not as watertight as you would like to believe, but they will incriminate themselves further over the weekend.|02-14-2015|pisces
945|As the Sun moves into the career area of your chart this week you will have to decide if your old ambitions are worth pursuing and, if not, what you are going to pursue instead. Listen to your heart – it knows what to do. |02-15-2015|pisces
946|It may at times seem as if life is conspiring against you but what happens over the coming week will convince you that is simply not true. You may even be a little ashamed that you felt so sorry for yourself. |02-16-2015|pisces
947|You will need to keep a cool head today because something is going to happen that has others running around in all directions and getting nowhere fast. Your laid-back attitude will do a lot to restore calm to the scene. |02-17-2015|pisces
948|The Sun’s move into the career area of your chart today means you can win friends and influence people – IF you make the effort. Employers and other important people will admire your self-belief and your can-do attitude. |02-18-2015|pisces
949|According to the planets you are looking for excuses to avoid something that must be done. The simple fact is you don’t have a choice in the matter: you made an agreement and now you must keep it. Next time, don’t make promises so easily.|02-19-2015|pisces
950|You are so incredibly enthusiastic about something that you cannot understand why some people are being so negative about it. Maybe it’s because they have looked at the situation in a more balanced way. Maybe they have a point.|02-20-2015|pisces
951|You will find it easier than ever to get your own way, both in your personal life and at work, over the next 48 hours – all you have to do is ask. And no, there is no reason at all why you should be suspicious. There’s no catch. |02-21-2015|pisces
952|This is a good time to make an impression on employers and people in positions of authority. If you desire a promotion now is the time to do something that makes others sit up and take notice. Just make sure it’s moral, and legal. |02-22-2015|pisces
953|Just because you disagree with someone does not mean you cannot be friends. The message of the stars today – and for the rest of the week – is that differences of opinion must not be allowed to come between you. |02-23-2015|pisces
954|Someone in a position of power will say something that annoys you today, not least because it seems to cast doubts on your expertise. Don’t take it too seriously: either they did not mean it that way or they don’t know what they are talking about.|02-24-2015|pisces
955|Something you have been worrying about for ages is of no real importance and what happens today will convince you of that fact once and for all. In future, try not to take what the so-called “experts” say as gospel. Listen to your inner voice instead.|02-25-2015|pisces
956|Something you hear from a friend or work colleague today will make you wonder if you have taken a wrong turning. You certainly seem to be on a difficult path at the moment, so maybe you should retrace your footsteps and start again.|02-26-2015|pisces
957|By all means ask other people for their opinions today but don’t let what they say bind you to a certain course of action. Others will respect you more if you act according to your own principles – which, presumably, you do have.|02-27-2015|pisces
958|Try not to get too excitable over the next 48 hours because if you do you might go too far and say or do something you later regret. Everyone’s emotions are a bit too close to the surface at the moment, so tread carefully.|02-28-2015|pisces
959|You will be the center of attention this week and you will enjoy it immensely. Family, friends and even total strangers will want to get close to you and you may have to ration your appearances in public. It’s exhausting being a star!|03-01-2015|pisces
960|You will be in a helpful mood over the next 24 hours and eager to do favors for those who require them. But don’t force yourself on those who have not expressly asked you to help. Some people actually prefer to suffer in silence. |03-02-2015|pisces
961|You will make an important decision today, quite possibly the single most important decision you will make for months to come. Certain people will kick up a fuss and say you have got it wrong but that will just confirm you have got it right.|03-03-2015|pisces
962|Honesty is the best policy today, even if it means you hurt someone’s feelings by calling it as you see it. Sometimes you have to be cruel to be kind and according to the planets now is the perfect time to spell out a few home truths.|03-04-2015|pisces
